,document_id,clean_text,sentiment
72,doc_73,i just finished watching this movie on dvd and it was incredible i agree with many of the critics and reviews this movie takes the art and creations to another level theres a lot of good feelings going on for this film and rightly so after a summer of lackluster crap along comes this magnificent film for once the hype was actually deserved i wont talk about the plot this film is best seen with as little information as possible i didnt really expect the creation and picture to be this great but it was unreal the picture truly is amazing i didnt expect the emotional impact but cameron is a master at pushing all the right buttons and he does so here masterfullyi know there were many bad critics and some of them have reasons for hate most of them have criticisms of the plot some of the criticism lies in the surface quality of the plot but again cameron has never made deep cerebral films cameron is an entertainer and thank god for it this film is pure futuristic ahead of its time escapism i was absolutely floored it shows the world beyond a world its an outstanding journey and was a great thing to finally watch this film,positive
73,doc_74,millionplus big screen video game run amuck pretty much sums it up dont it cameron clearly a fan of robert heinlein starship troopers joe haldeman all my sins remembered and harlan ellison soldier demon with a glass hand has actually managed this time around to incorporate the last of the mohicans into his big screen video game hows that for juxtaposition unfortunately the end result is something less than satisfying unless of course you have the constitution to sit through a 3hourlong video game couched in the usual clichéd military setting which i dont on a somewhat related note i found out the hard way by first purchasing and then watching it that the directors cut of george lucass thx1138 had been tampered with spankin new cgi have been added that undercut the gritty realism that made the original version so much better there is at least one reference to a wookie being run over yukyuk and the inbred trolls who attack duvall at movies end have been replaced by unconvincing cgi monsters maybe one of these days filmmakers will learn to leave well enough alone but i doubt it,negative
74,doc_75,the moment in avatar you know the whole thing is a load of nonsense and is more preoccupied with all things visual is the moment the lead has a conversation with a superior clambering into a thirty foot tall robot amidst a hangar full of them what banal dialogue follows could have unfolded in an office or anywhere else but no its in a large hangar with lots of other stuff going on as well the pinch is right there the statement that cameron is more interested in delivering things as big and as brash as possible no matter how routine the actual detail going on therein is avatar is a plodding numbing stumbling fumbling chore of an experience a heavy wavy film which stomps from one thing to another in a selfreflective clumsily plotted manner all the while pandering to a crowd whom it seems are thick enough to fall in love with a picture if it quenches the attention span but additionally carries some kind of coherent narrative complete with light substance in short its a whole lot of fuss over absolutely nothing throughout the film certain winged creatures that can be flown around on have something plugged into them enabling their taming and under the riders control a similar process has happened to avatars fans theyve been caught retuned to writerdirector camerons vision and now theyre all dancing to his musictwelve years had past between 1997s titanic and avatar if another twelve goes by before cameron again graces the silver screen then it may well be too shorta time but the film covers the exploits of paraplegic american grunt jake sully worthington an individual who touches down on a jungleclad moon known as pandora in true platoon fashion what with the coming down of an aircraft the lowering of a ramp and the bleary eyed entrance into a world of violence and vegetation cameron shoots the new world through their eyes for our benefit exemplified by way of the distinct eyelevel point of view shot that we get of the marines jogging down off the aircraft for the first time a world just as strange and scary to him as it is to us with the odd buildings vehicles and general miseenscene that surrounds the base camp so were plunged into this guys shoes very early onavatar begins with jake waking up out a long period of space rest a fitting metaphorical rebirthing into a new world theres a lot of clumsy talk of birth and being reborn then all the build up of the locale begins local head of operations miles quaritch lang spends most of the film strutting around debriefing rooms barking dialogue also he lifts weights flexes his muscles sits on chairs the wrong way around in an attempt to intimidate and stomps about in large mechanical fighting units that act as an extension of his own power and masculinity his warnings of the location of pandora and of the things that lurk within see him make us aware of an off screen threat an attempt to build pressure and an aura of both mystery and danger there are things that can kill you and that are tough to kill he informs as the horrid scars of his own day one here act as a further reminder of the dangers the principle threat is from the navi a tall blue alien speciesthen there is the location the lush and dense location of pandora a mixture of the jungles of east asia with what its like being in some of the more larger greenhouses at the site of londons kew gardens people have come away awe struck their defences of the film have revolved around the effects and the visual factor but slap the film on a television screen in two dimensions and maybe have it play out in black and white and you and your argument would be lost as theres barely anything to support the visuals indeed theres a sequence when one character is piloting a craft with another and exclaims oh my god in sheer awe at whats around him in what is a truly dopey knowing moment this time on what the audience reaction ought to be to the same sight camerons retort is you should see the look on your faces but the look on mine was of a frownjake gets lost on pandora so much so that after weve had a little interaction with some native beasties skull island style zoe saldanas native moon dwelling navi girl neytiri bumps into him with intent to put a poisonous arrow through him hark a floating jellyfishcomedandelion lands on the nib and saves him it s a sign hes a chosen one and camerons soft storytelling makes itself painfully known when jake meets her everything on pandora lights up the plants glow and the intimidating atmosphere vanishes foreshadowing the connection they have and the arc of their relationshipthe wouldbe allconquering american tyrant figure of quaritch a man gunning for his unobtanium supply located within is nothing more than a dopey parable while towards the end i was distracted its a wonder the navi arent already extinct as theyve barely anything to eat spend most of their time leaping from branch to branch a mile up purely to journey somewhere else and they go on cliff side suicide missions in trying to tame flying beasts i can imagine the tongueincheek onset conversations cameron had with worthington over the recent terminator sequel debacle being more interesting than most of avatar a film that has burrowed its way into its audiences subconscious in that the lead leaves his current existence to become someonething else much like you leave your real existence and become someonething else when booting up a video game avatar exists to sell action figures and pandora themed top trumps playing cards i agree that avatar was spectacular a spectacular disappointment,neutral
75,doc_76,a lot of mystery was created around this movie since the very first years of production this was the first movie of james cameron since he made the successful film which i hated titanic i wasnt sure what to expect especially after seeing the first reviews which compared this film with revolutionary works as star wars fortunately i wasnt disappointed of what i saw avatar is much much better than titanic probably it received more hype than it actually deserved but it was a funny exciting adventure basically as many users said before it is a futuristic version of dances with wolves with some elements of pocahontas and ferngully sure it had a lot of clichés and stereotypical characters but avatar works very well anyway the story despite being predictable it still have a lot of fun to offer also the visual are simply wonderful creating a completely new world never seen before in movies this was definitely the best part of it and it makes interesting even the most boring and trivial parts of the story im not sure if avatar is a revolutionary film the only thing that i could say that for being such an ambitious film it doesnt disappoint sure it isnt the best film ever made but it was very funny to watch,positive
76,doc_77,i confess that this film never really caught my eye until i read about it i still remember when it was in theaters more than ten years ago more recently i decided to see it the film was a success as we all know and i find it surprising that i didnt have the right to any sequelsthe script takes place in a distant future when humans have ruined the earth but are colonizing and exploring other planets like pandora where jake sully a veteran of the marines is going after being recruited by a scientific program pandora has a rare and valuable ore that humans want but it also allows the planet to have an exuberant and unusual biological life it happens to be inhabited by natives called naavi who look like huge blue humans with a long tail and they are determined to protect their world from the greed of the terrans sully joins the avatar program which allows him to remotely control the body of a naavi if the program allows humans to live and learn from them as its director scientist dr grace wants it also turns them into trojan horses as colonel miles commander of the military forces in pandora wishes this will put sully in a conflict of loyalties while allowing him to see how the natives are connected to their world and are inseparable from itthe plot raises a number of pertinent questions we can for example reflect on the way we have lived and managed our planet on the superiority with which we see who is different from us on how we despise the environment or deliberately harm it by greed on our passion for war instead of peaceful conflict resolution or even about how technological and medical advances do not reach everyone and are put at the service of some wealthy people instead of being available to all it is a script that makes you think and could be seen in many ways unfortunately the story built on these premises is not so good there is good material and the way sully is divided in his loyalty as he lives with the natives is the backbone of the whole thing but everything else is quite predictable and onedimensional and sometimes it sounds bad humans are treated in a simplistic way and turned into despicable creatures while the naavi are idealized to the fullest the old story of good guys and bad guyssam worthington shows all his talent in a demanding and likeable character he plays well with zoe saldaña his alien romantic couple the actress is excellent and was having a good time in her career then i also liked the work of sigourney weaver in the role of a strong bossy and grumpy scientist who is guided by her ideals even if it means facing the military but the best of the cast ends here the rest are reduced to onedimensional and stupid characters as is the case with stephen lang the brute like the stones colonel who only thinks about his mission michelle rodríguez the military hot girl who decides to collaborate with the goodies instead of helping the baddies giovanni ribisi one of the baddies joel david moore one of the goodies laz alonso cch pounder wes studi the perfect ones etc this was somewhat disappointing in a film with so many qualities and such a high budgetit is in the technical aspects that this film excels directed by james cameron an avid fan of the green screen and a rival of spielberg its a film that was built on top of an entire digital world thanks to this feature cameron can become a god for a minute and create a new universe with plants and animals that we have never seen and that exude beauty the film has a spectacular cinematography and it does not pass five minutes without in some way making us hold our breath before such a show of color and light sound effects are very wellused also together with an epic and magnificent soundtrack by james horner we have the recipe for a blockbuster film that collected three oscars in technical categories best cinematography best visual effects and best art direction with all the fairness and merit i really feel sorry that i didnt see it on the big screen and that cameron is so careless when it comes to the script and the story he tells us,positive
77,doc_78,this movie is less about plot and more about universe creation calling this movie stylish is an understatement it is a visual masterpiece that goes a long way to cover up the simple storybut what a universe hop a board and marvel in an amazingly atmospheric extravaganzaits movies like this that help keep the cinema experience alive,positive
78,doc_79,to be honest avatar is the most perfect superficial movie what do i mean it looks exciting feels exciting but i couldnt generate a feeling for iti think avatar is a must see movie mainly because its a part of the history of cinema the reason the extreme hype it generated even after coming out in theatersim sure i was one of the last people to watch it on theaters january 30th and believe me i had high expectations towards it because everybody talked about itthe truth is that avatar isnt by any means the best movie of all time or even a film that should change your life or cinema overallsure its a movie that will out stand you with its spectacular amazing fx i cant think of any other movie with such powerful images and atmosphere i mean the world created for the movie is taken from dreams or something similar also the navi lifestyle is beyond fantasy and i give credit for the writers the main problem in my opinion is the lack of a strong plot sure theres a message towards our planet and how we take care of its natural resources and all the political correctness but in terms of creativity i dont think the film gives us enoughsure i cared for the main characters and their situations but the plot didnt thrill me by any means theres plenty of action emotional speeches dialogs etc but the movie focuses way too much on the exterior and leaves behind the plotsam worthington is the new action hero and i second it hes good looking he acts very well and truly delivers passion in his scenes zoe saldana is extremely hot and delivers a fine performance although we only see her avatar sigourney weaver is amazing as always stephen lang delivers enough badass lines scenes and more to be considered one of the most hated characters in recent film history too bad i didnt care for him in the end giovanni ribisi does his thing just ok and michelle rodriguez is just way too hot her cleavage stole my attention several timesthe score is great fantastic a new epic in all the sense of the word avatar is truly one of the most spectacular movies ever made thats it,positive
79,doc_80,avatar is still pure eye candy to watch the weakest point maybe is the rather simple and generic story line if you take all the sci fi glamour away you get pocahontas anyway the effects and visuals are topnotch and the tempo of the story unfolding never leaves you bored still a fine looking and entertaining scifi action movie,positive
80,doc_81,avatar is a great looking movie theres no denying that the story and the characters arent that original but that doesnt bother me what bothers me about avatar is the length its too long by at least a half an hour i saw this movie in the theater in 3d lynbrook ny and several times since my reaction is always the same im all in for in first couple of hours or so but then my interest starts to fade avatar is a near miss for me,neutral
81,doc_82,james cameron is a storied director whose films have been landmarks of their time like he did in the 80s and 90s with both terminator films he returns from his 10year hiatus without missing a beat shepherding audiences into the future of cinema with progressive filmmaking done with the most advanced technology avatar is a miraculous visual feat the greatest epic since the lord of the rings and a filmmaking milestone unlike any other at the conclusion of a decade its a window into what audiences of the future can expect at the moviesthere really is no film avatar can be compared to other than star wars because of the sciencefiction originality the world of pandora and navi all come from camerons head as did the star wars universe from that of george lucas although star wars is a much wider and complex universe avatars world is still incredibly imaginative and awesome spectacle is avatars greatest asset and cameron utilizes it completely bringing our attention to all the tightest details the multitude of creatures inhabiting pandora and the remarkably life like navi captivate almost entirely on looks alonethe story of avatar uses classic archetypes that while not entirely original best serve the purposes of the film jake sully upandcoming aussie sam worthington is a paraplegic exmarine given a second chance by filling in for his brother on an operation on the planet pandora he becomes part of the avatar program which allows humans to enter artificially created navi the humanoid blue catlike natives versions of themselves sullys mission is to get to better know the navi and their culture from the inside but col quatrich stephen lang convinces him to divulge intel should the navi not be willing to abandon their home so the humans can force their way to a rare and valuable resource called unobtainium located therenaturally jake gets very close to the navi tribe who teaches him the navi way of life he becomes attached to their princess neytiri zoe saldana who takes him through rites of passage explaining how the navi are connected with the planet and all living things on it in the figurative and literal sense were introduced to a world unlike anything weve seen before predictably the navi and humans are destined for a fatal showdown and jakes change of heart will make him the controversial key to its endcamerons script is very socially driven using terms like fighting terror with terror and shock and awe its blatantly critical of america and completely unforgiving of the human race youll come out of avatar thinking how awful we are and how cameron assigns us no redeeming qualities other than the few characters that decide the oppression of the navi is wrong it does however effectively sway our emotions the most riveting concept in the film is that although jake becomes one of them his actual self is in a machine and any tampering with it brings him back to his handicapped human self in this way avatar is one ofakind in terms of storyin classic cameron fashion avatar is incredibly long but with the motioncapture cgi and 3d and you must see it 3d to experience the scope its completely justified parts do drag and feel unrealistic or excessive at times but the sheer magnitude of the movie and its visual prowess are plenty of an excuse to go a tad overthetopsome other impressive foodforthought about this movie is how humans are not only the enemy but theyre not integral to the film never before has a liveaction movie not needed to rely on human characters the motioncapture and the subtle human qualities of navi are good enough to carry the film other producers mightve sought to counter that with big name actors but cameron like in his other films refuses this insanely expensive project not only benefited from saving that cash but is testament to camerons storytelling abilityavatar is simply an experience a groundbreaking and truly miraculous endeavor from the mind of cinemas most forwardthinking filmmaker its one of those rare achievements where flaws are so easily forgiven because of sheer innovation and imagination see this film and experience a new dawn in movie historysteven cvisit my site at moviemusereviewscom,positive
82,doc_83,defenders say its an incredible piece of artistic technical wizardry maybe but that only takes it so far before the farfromcompelling story rears its giant blue head detractors say its a blatant copy of movies like dances with wolves pocahontas maybe but its also better than both of those in reality avatar is just an overhyped and overcriticized cornball epic equal parts exciting frankly boring still the universe is cool enough to make the sequels appealing,neutral
83,doc_84,james cameron is an interesting director increasingly mia but seemingly invulnerable to the risk of the huge productions he tackles on the rare occasions when he does return to work back in the days of true lies and titanic everybody expected his next most expensive movie ever to be the heavens gate of fx film but by now most of us have given up that expectation as it seems he has an incredible knack for picking the kind of stories that work well with fx and tie together action and sentiment really the only time hes failed was with the abyss a movie that you had to admire but which was hard to enjoy i kind of expected avatar to be a more elaborate version of abyss but its quite a lot more cohesive if simple and compelling than any of his action films in quite a number of yearsso let that be the first caveat and the first qualifier this is an action movie those who expected it to be high drama andor to challenge the formulas of film storytelling will have to look elsewhere hint terry gilliam has a new one out on dvd this month too while the film does have an interesting scifi premise basically its a reverse of his original terminator film in which machines were designed to look like humans to infiltrate their refugee camps while in this one humans are the baddies and they use avatars in native form to infiltrate alien camps it doesnt really go anywhere with it basically the story is more of a melodrama than anything else about an invading human being persuaded to the side of the native navi viewpoint and helping to beat the attacking hordes of humansit doesnt really matter because i found myself watching this in 3d in the theater basically not wanting to miss a second of it its just all so fascinating to look at even if youre never entirely inside the world of the movie or at least i wasnt constantly were just so awestruck by the fantasy world that we start to think about the effects which kind of takes you out of the movie but then you dont want to stop watching to see what will happen next in the effects not the story so its very engrossing cinema regardless of where the interest is coming from,positive
84,doc_85,when all is said and done when you look at avatar as a movie apart from its social phenomenon you are supposed to find this a parable for western politics cameron clearly does indeed implicating computer technology for its central role in manmade destruction avatar nevertheless utilizes the very same to create some of its innovative and hugely influential visuals the bulk of camerons work displays an apparent distrust of technological advancement which is peculiarly at variance with his elaborate deployment of stateoftheart cinematic technology his postvietnam and postfeminist action epicsaliens the terminator movies true liesdraw upon both technological and nuclear anxiety in the midst of reagans resurgent cold war politicsavatar itself is fundamentally hailed for being a technological advancement it is an exceedingly outlandishly gigantic visual experience unlike anything weve seen before it has an explicit green and antiwar message the writings on the wall dictate that it launch a worshipping faddism it contains such visual embellishment that it surely sweetens repeated viewings it even authors a new language to which i doubt human beings can do justice it is the quintessential event movie one of those films you feel you need to see to keep up with social discourse setting napoleonic bond villainesque humans against virtuous extraterrestrial rebels is a hopeful uturn of the aliens stencil but perhaps requires paul verhoevens keen comicbook intensity to drive the reversal into real subversionthe human analogy on the lush earthlike moon of pandora is a tenfoottall blueskinned species of sentient humanoids called the navi an earth corporation is mining a valuable mineral known with mystifying ambiguity as unobtanium but for us humans to brave outside of our landing domain we use avatars navi doppelgangers grown naturally and mindcontrolled by humans who lay down wired up unconscious on the ship which is where the 3d element becomes more than just an ogling tool and takes on a metaphysical effect while functioning as avatars we sense and feel like navi and have all the same physical skill the most interesting element of this is how the hero is a paraplegic rather than being a selfevident badass hes been recruited since hes a genetic match for his dead twin brother for whom an expensive avatar was constructed in avatar state he is exhilarated by his magnified ability to walk again not to mention being ten feet tall and his compensation for this assignment he will be given a very expensive operation to recover movement in his legs theoretically hes good to go for if his avatar is harmed his human body is elsewherethe navi survive in their world by having a deep relationship with it living as one with nature and being thoughtful about the creatures they share with in this and various other ways they symbolize native americans like them they discipline another species to have them at their disposal like giant flying dragonlike creatures on that admirable note i found the significance tapering into impatience nearing its obligatory colossal climactic showdown between humans and aliens after all a character has done that has betrayed the noble navi returning to them with a demonstration that he has tamed a supposedly untamable dragonlike supercreature all is forgiven its just too sexy for them to stay mad anymoreindeed the bigger it all is the cockier every bit of james camerons muscle seems to go into making our eyes bulge and genuflect in worship of the 3d dazzle on the screen on one hand its an outstandingly accessible exhibition of defying capitalism and championing the uphill battle for the defense of nature but done with mostly stale dialogue and boilerplate characterization essentially its a million 162minute montage of cardboard allegories and plot devices made by putting a bunch of screenplays in a blender but we still say wow and why not if you can get a theater full of people here in the american midwest to flock to and cheer for america getting conquered by an indigenous tribe in war then youve got one amazing work of spectacle its the experience more than the allegory thats worth a nod,positive
85,doc_86,i saw avatar in the theater when it was released i thought it was a lot of fun and exciting to watch however i found the story to be subpar and more of a copy of the destruction of indigenous tribes from all over the world not that is a bad thing but it was boring because it made the story predictable an unoriginalthe graphics are great and i thought seeing it on the big screen was well worth the time and cost the movie deserves to be played on the best televisions if you are watching at home watching it on a small pad or phone really doesnt do it justicei do have problems with some of the graphics and a perfect example is fire and how it burns the atmosphere is heavier than earth and flames shouldnt react the way they are depicted with the higher carbon dioxide there is less than oxygen in the air im not sure the director really thought this one outthe armoredmech units also move because they need to and this is deus ex machina and a writing fallacy it is cheap and poorly executed idea sure one could say that they have better technology to make them react this way but if you think of the physics of large machines like this in the animal kingdom too larger creatures move slower but are more powerful i found it unappealing to see this in the moviethe direction is all wrong because the movie uses deus ex machina through out the entire movie things happen because the writersdirector force them to happen the movie doesnt flow naturally and it is oddly pieced together with scenes which are filleroverall its a good movie but ranking it thats difficult a for the graphics but a d and c grade on writing and direction with a lower mark for the lack of logic,negative
86,doc_87,there have been perhaps two or three films in my lifetime that have been so good that i went back into the movie theater to see them a second time this ones one of themdirector james cameron has been one of hollywoods most successful and most prolific film makers for a long time my personal theory is that hes just so good at giving the audience exactly what they want to see in order to be pleased shocked rejuvenated excited and entertained after the box office miracle story that was titanic he moved away from the central stage and only returned back to fulllength feature film with this one avatar the highestgrossing film of all time managing to surpass even titanic and thus cameron has directed the two highestgrossing films of all time thats pure talentso what makes avatar so interesting and so engrossing well on the technical side of things at the time of its release avatar was the best looking film we had ever seen four years have since passed and it has withstood the test of time remarkably well and i think that it will continue to do so its an utterly breathtaking film the foreign world of pandora opens in front of your eyes in thousands of shades of colour each individual plant creature and mountain a miracle to look at in its own right gorgeous beautiful majestic aweinspiring are all words that this films easily earnsthis artistry alone would warrant me to recommend this film but i also happen to like the story and the characters a great deal avatar has been accused of rehashing old white man amongst natives story lines it has been accused of being just a ripoff of dances with wolves pocahontas ferngully and countless other similar films i dont get these people the stories have similarities yes and avatar is a bit predictable but do these people really claim that if a particular story has already been told you are not allowed to try and make a better version of that story your version because thats what avatar is its this generations amongst natives story told with gorgeous imagery great characters and exciting storytelling so what if you can predict how the storys going to end the same holds true for all the romantic comedies most of the action films and all the sport films yet people dont complain when those have a storyline thats similar to previous films well okay some do but not as vehemently as they did in the case of avatar backlash against its success maybe avatars story is just fine its the visuals the world the music and the characters that make an adventure film like this work and all four of those are great ive already stated my opinion about pandora and how it looks on screen james horners score fits the mood and style of the film perfectly being grandiose little bit foreign and dramatic likewise with the actors that all do a really good job sam worthington and zoe saldana have great chemistry together as jake sully the crippled marine and neytiri the princess of the navi special mention should also go to stephen lang and his character colone miles quaritch one of the most badass soldiers in recent cinema historylongish review but thats because its a movie that divides opinions some people seem to hate it because of its seeming unoriginality others focus on the good sides and absolutely love it i belong to the latter camp and thus avatar belongs amongst my favourite movies of all time see it if you havent already,positive
87,doc_88,my avatar is an odd film isnt it the week i rewatched it it overtook endgame as the highest grossing film of all time again but i do find that stat baffling i mean as a film its fine but there are dozens of equally themed action adventures that didnt manage anything like the level of successset in the future the human race has landed on pandora and has begun strip mining the planet for a natural resource aside from a strong military presence the mining firm are attempting diplomatic measures interacting with the native population using genetically engineered bodies designed to replicate the navis large size blue skin and ability to breathe the atmosphere these avatar bodies are piloted by humans one such is jake sully sam worthington a former marine who slowly becomes intoxicated by the connected and transcendent ways of the nativesi mean its a pretty thin parable for the native american experience or any country that knew the joys of british colonialism we want what those people have lets call them savages and move them off their land with an overwhelming force and then in our case teach them religion and cricket its a wellworn oft repeated story which again makes it a little more baffling why this particular version of the narrative earned as much money as it didthere is one way though that it is superior to a lot of the others it looks incredible still years later its the very cutting edge of cgi work the planets the interaction the various forms of flora and fauna and the navi themselves all look amazing occasionally the interaction between the soldiers and their mechwarrior style rigs is a little off but only occasionally and in the climactic scenes theyre spot on againits a decent good even but i cant fathom why people went to see it so many times nor who wants the four upcoming sequels,neutral
88,doc_89,avatar is phenomenal nowhere else is the pagan story told so clearly lovingly and well this is a film for all time all peoples it resonates with the indigenous peoples throughout the world with the lives of their ancestors and the oral histories passed down by hundreds of culturesaside from that we found avatar to be entertaining well made creatively produced and lovingly presented there are many factors in this film one can love and designate as a favorite part well established characters and a tight storyline with good pacing there doesnt seem to be a second of wasted film in this lengthy epic taleall in all this is great viewing anytime and sufficiently awesome for fridaysaturday night viewing we bought the blu ray and cannot wait to own the extended edition later next year or soit rates a fromthe fiend,positive
89,doc_90,remember the flick pocahontas where a native american princess named pocahontas falls for an english sea captain and that live action flick from columbia pictures the smurfswell what if you put these two movies into a blended machine and make it into a scifi flick set in or whateverwell thats what james cameron the director of titanic did in this highly overrated flickthe movie is about a disabled marine played by sam worrington who goes undercover as an avatar to find out some secrets and to protect the land pandora along with a scientist played by signorary weaver and joey david moore the two team up with jakeworringtonand they are each assigned to go into a sun like bed that transports their minds into their cloned avatar bodies but when jake is enjoying his freedom as he can move like an ordinary humanhe falls in love with navi played by zoe saldana from star trek little does she know that the avatar is really a disabled marine in disguise the good the effects to avatar is brilliant they deserve a for me because i love how it transports you to another dimension and the way the actors move in their cgi avatar bodies is really coolnow to the bad the story and god this movie is on for hours long and it sometimes drags on too much also its a very complicated movie because it never explains to the audience what happened to jakes conditionwas he born to be paralysisedwhat happened to him and what happened to his brother did he die after saving his country its just so slow pacedoverall though ive only seen this movie times already and its only good for the effects the rest just drags on and on and onim giving it a,neutral
90,doc_91,avatar is a fancy word an appropriate one i guess for a movie that is both awesome and silly as the movie explains its a hindu term for the incarnation of a god on earth but actually just as in the recent movie surrogates which cameron was involved in and the matrix somebody is lying in a room all wired up while he or she is running a virtual second self doing stuff out somewhere thats what an avatar is in surrogates the virtual selves are mainly just misbehaving in avatar were on the planet pandora where a private corporation rda whose boss a pale nasty named for a british department store selfridge giovani ribisi is aiming to extract major quantities of a supervaluable mineral called i said silly remember unobtainium theres a bunch of gungho racist military earthling types headed by a robert duval substitute called col quartich stephen lang ready to speed up this enterprise by blowing away the humanoid locals which they refer to as blue monkeys whore sort of sitting on the unobtainium in a lush forest as in duncan jones rather intriguing little movie moon released in june earthlings in avatars world set over a century in the future have run out of terrestrial power sources and gone to outer space for new onestheres an opposing group of culturally sensitive scientists headed by the evertough and soulful sigourney weaver known here as grace who know better they realize that the tall thin and yes blue indigenous people of the region are in fact the omaticaya clan of the navi led by grace the scientists have been learning the navi language and making friends with the omaticaya winning the hearts and minds you know they work with the omaticaya in the form of avatars that are tall blue skinny people like them this allows them to pass so to speak and make up for the fact that the air on pandora is too thin to breathe meanwhile quaritch and his boys are talking shock and awe and fighting terror with terror yeah the references are as simple and schematic as thattheres a whole lot going on in cameronss avatar and at the same time not very much it takes a while to explain the setup but after that its pretty simple what happensgrace is very disappointed when jake sully arrives on pandora hes a marine corporal sent to replace his dead twin brother because hes got the right dna to operate his brothers avatar but while his brother was a scientist hes just a jarhead whos been rendered paraplegic in a recent war jakes background makes him appeal a lot to col quaritch but grace starts to like him when he takes so well to working his avatar that he connects right away with omaticaya princess neytiri zoe saldana and is quickly adopted by her tribe its sort of an emerald forestcumdancing with wolves situation jake goes native and he picks up a good speaking knowledge of navi though the locals due to sigourneys teaching tend to speak excellent english which might disappoint professor frommer of usc whom cameron engaged to invent a complete navi language there are speeches in navi with rather ornate subtitles as if it were a medieval language but the whole cultural thing is focused more on what we might call the neurospiritual element cameron has spent hundreds of millions of dollars and engaged thousands in making this movie and the fun of it is for a while anyway in the elaborate way the details of pandora have been worked out quaritch describes it as worse than hell and the sixlegged dinohorses hammerhead rhinos shellcovered snarling tigers fourarmed lemurs and so on as well as the little floating jellyfish creatures are pretty challenging for avatarjake his first night incountry but since he bonds with neytiri right away her name even sounds a bit like tommytommees amazon forest girlfriend kachiri in emerald forest and learns to turn terrifying flying beasts into his docile steeds by connecting the end of his pigtail to their neural tendrils jakes avatar life becomes way more exciting than anything hes ever done before and in a running video journal he keeps he admits hes begun to forget what the rest of his life was even like before thisnew york times film critic ao scott exclaimed recently that avatar is unusual as a blockbuster in that it doesnt come from a comic book it doesnt come from a novel it doesnt come from a line of toys it comes from james camerons imagination well the material here is very much like lots of scifi novels the kind i used to read as a teenager comic books lines of toys and video games so theres nothing so extraordinary about camerons imagination whats extraordinary is the miseenscene and the way motioncapture is used to give the avatars expressions and movements and then theyre digitalized to incorporate them in these rather sexy tall skinny figures with their rather corny amerindian outfits and hairdos and the elaborate flora and fauna of pandoraunfortunately it all ends in a noisy protracted shootout that makes it like the dreadful but intermittently atmospheric terminator salvation which lo and behold costarred sam worthington watching this as the noise and explosions became steadily drearier and more familiar i realized that camerons titanic which i loved much more than this mainly because it had real people and events in it however romantically magnified also went on far too long there are things about avatar that are very fun but the navi even at their sexiest still look like plasticy video game dolls and those who declare this to be a cinematic spectacle thats wonderful beyond anything since and dw griffith david denby in the same interview are really falling prey to the hype,positive
91,doc_92,classifying avatar as science fiction is a misnomer if you take away the whole idea of the avatar technology you end up with a standard hollywood action movie and the technology is truly dispensable for the year id rather have a genetically modified humanoid standing on his own two feet rather than an avatar both ideas are farfetched but the idea of an avatar who is controlled through some kind of vague telepathic commands emanating from a human being deep asleep while in a coma seems much more the stuff of comic books than semiplausible science fictionwithout the avatar gimmick camerons story is nothing more than an allegory of the mistreatment of native americans by the white man cameron harks back to the 17th century where the idea of the noble savage was in vogue socalled primitive people were held up as natural and spiritual untarnished by the corrupting effects of western civilization also at play were deepseated guilt feelings over the perceived deleterious effects of european colonialismin camerons tale the colonialists have been updated to military contractors who have somehow bought the heart and soul of the american military itself were told that the adventurers on pandora are exmarines all there for the money the contractors are headed by two stock villains parker selfridge the civilian corporate chief and colonel quaritch an amalgam of the worst rightwing military types you could ever think of cameron makes no effort in humanizing his two antagonists on the other hand the indigenous people the navi can do no wrong not only have they mastered their skills in surviving in the wild but have tapped into the mystical forces of the forest which put our own holistic healers to shamewhile the navi are certainly standins for native americans they are not native americans of the american west in the 19th century but rather more akin to earlier forest dwelling indians as depicted in james fenimore coopers last of the mochicans is it a coincidence that one of the stars of the early 90s film version of that book is wes studi who plays eytukan here cameron must bring in other cinematic influences to make sure that this is not simply a rehash of an early 18th century romantic novel in the beginning with images of space travelers coming out of suspended animation inside a spaceship one is reminded of such iconic films as a space odyssey and the scifi horror tale alien and what about all those futuristic helicopters that are constantly firing missiles at the hapless natives i can only think of mediocre vietnamera war movies such as the green berets starring john wayne avatar is also derivative of spielberg films such as jurassic park with its emphasis on prehistoric creatures who seem to have a continuous anger management problemas for avatars plot its all rather predictable stuff the enlightened scientists are pitted against the hardboiled military none of whom seem to have a conscience the films hero jake sully already is told that the bad guys are planning to wipe the navi out but it takes him three months to warm up to them i had a hard time believing that sully would side so easily with the evil colonel from the beginningyes he was offered the carrot of getting his legs back but as a paraplegic wouldnt that have made him wary of the colonels unrelenting disdain for the underdog in other words wasnt it obvious that the colonel was a real bad guy from the very beginning whats more wouldnt sully have tried to warn the navi earlier instead of waiting to the last hour he could have perhaps persuaded one or two navi to form a reconnaissance team and to check out the base in order to convince them that the enemy had the capability to wipe them out also at the end why did the navi let the defeated enemy leave the planet wouldnt they have slaughtered all of them oh i forgottheyre noble savagesdespite the derivative and mediocre story avatar keeps your interest due to its excellent special effects cameron is a master at computer animation and keeps you riveted on all the action despite insulting your intellect avatar is a sensory delight but seeing it more than once is not recommended,neutral
